,chembl_id,pref_name,canonical_smiles,max_phase_x,molregno,mw_freebase,alogp,hba,hbd,psa,rtb,ro3_pass,num_ro5_violations,cx_most_apka,cx_most_bpka,cx_logp,cx_logd,molecular_species,full_mwt,aromatic_rings,heavy_atoms,qed_weighted,mw_monoisotopic,full_molformula,hba_lipinski,hbd_lipinski,num_lipinski_ro5_violations,np_likeness_score,max_phase_y,pass_ratio
11901,CHEMBL3989937,CAPMATINIB HYDROCHLORIDE,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F.Cl.Cl.O,4,2197808,412.43,3.43,6.0,1.0,85.07,4.0,N,0.0,12.77,4.55,2.96,2.96,NEUTRAL,503.37,5.0,31.0,0.49,412.1448,C23H21Cl2FN6O2,7.0,1.0,0.0,-1.54,4,0.5714285714285714
11902,CHEMBL3989939,LAROTRECTINIB SULFATE,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1.O=S(=O)(O)O,4,2197810,428.44,2.95,6.0,2.0,86.0,3.0,N,0.0,10.94,0.7,2.44,2.44,NEUTRAL,526.52,3.0,31.0,0.67,428.1772,C21H24F2N6O6S,8.0,2.0,0.0,-1.76,4,0.2857142857142857
11903,CHEMBL3989944,DIROXIMEL FUMARATE,COC(=O)/C=C/C(=O)OCCN1C(=O)CCC1=O,4,2197815,255.23,-0.59,6.0,0.0,89.98,5.0,N,0.0,,,-0.22,-0.22,NEUTRAL,255.23,0.0,18.0,0.37,255.0743,C11H13NO6,7.0,0.0,0.0,-0.28,4,0.8571428571428571
11904,CHEMBL3989945,REZAFUNGIN,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](OCC[N+](C)(C)C)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,4,2197816,1226.41,,,,,,,,,,,,,1226.41,,,,1225.6027,C63H85N8O17+,,,,,4,0.2857142857142857
11905,CHEMBL3989949,CENOBAMATE,NC(=O)O[C@@H](Cn1ncnn1)c1ccccc1Cl,4,2197820,267.68,1.16,6.0,1.0,95.92,4.0,N,0.0,,,1.66,1.66,NEUTRAL,267.68,2.0,18.0,0.9,267.0523,C10H10ClN5O2,7.0,2.0,0.0,-0.99,4,0.8571428571428571
11906,CHEMBL3989958,IVOSIDENIB,N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,4,2197829,582.97,4.32,6.0,1.0,119.29,7.0,N,1.0,12.14,1.81,3.01,3.01,NEUTRAL,582.97,3.0,41.0,0.44,582.1394,C28H22ClF3N6O3,9.0,1.0,1.0,-1.57,4,0.5714285714285714
11907,CHEMBL3989962,PEMETREXED TROMETHAMINE,NC(CO)(CO)CO.NC(CO)(CO)CO.Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1.O.O,4,2197833,427.42,0.67,6.0,6.0,191.26,9.0,N,1.0,3.34,2.97,0.43,-5.55,ACID,705.72,3.0,31.0,0.29,427.1492,C28H47N7O14,11.0,7.0,2.0,0.07,4,0.42857142857142855
11908,CHEMBL3989973,PEXIDARTINIB HYDROCHLORIDE,Cl.FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,4,2197844,417.82,5.23,4.0,2.0,66.49,5.0,N,1.0,,6.76,4.54,4.45,NEUTRAL,454.28,4.0,29.0,0.47,417.0968,C20H16Cl2F3N5,5.0,2.0,1.0,-1.35,4,0.42857142857142855
11909,CHEMBL3989974,CEFIDEROCOL,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O,4,2197845,752.23,-0.18,14.0,6.0,256.9,13.0,N,3.0,2.69,3.98,-2.93,-5.66,ACID,752.23,2.0,50.0,0.05,751.1497,C30H34ClN7O10S2,17.0,7.0,3.0,0.01,4,0.14285714285714285
11910,CHEMBL3990047,OZENOXACIN,CNc1ncc(-c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C)cc1C,4,2197918,363.42,3.76,5.0,2.0,84.22,4.0,N,0.0,5.96,6.72,2.47,1.98,ACID,363.42,3.0,27.0,0.74,363.1583,C21H21N3O3,6.0,2.0,0.0,-0.36,4,1.0
11911,CHEMBL3990276,TALC,O=[Mg].O=[Mg].O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,4,2198147,361.25,,,,,,,,,,,,,361.25,,,,359.8069,Mg3O11Si4,,,,,4,0.2857142857142857
11912,CHEMBL3990694,PIPERAZINE CITRATE,C1CNCCN1.C1CNCCN1.C1CNCCN1.O=C(O)CC(O)(CC(=O)O)C(=O)O.O=C(O)CC(O)(CC(=O)O)C(=O)O,4,2198565,642.66,,,,,,,,,,,,,642.66,,,,642.3072,C24H46N6O14,,,,,4,0.42857142857142855
11913,CHEMBL3990987,"POTASH, SULFURATED",O=S(O)(O)=S.[K]S[K],4,2198858,224.41,,,,,,,,,,,,,224.41,,,,223.844,H2K2O3S3,,,,,4,1.0
11914,CHEMBL3991065,ATOGEPANT,C[C@@H]1[C@H](c2c(F)ccc(F)c2F)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,4,2198936,603.52,3.95,5.0,2.0,104.29,4.0,N,1.0,11.74,3.83,3.5,3.5,NEUTRAL,603.52,3.0,43.0,0.35,603.1705,C29H23F6N5O3,8.0,2.0,1.0,-0.61,4,0.42857142857142855
11915,CHEMBL4065616,REMDESIVIR,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,4,2205527,602.59,2.31,13.0,4.0,203.55,13.0,N,2.0,10.23,0.59,2.01,2.01,NEUTRAL,602.59,3.0,42.0,0.16,602.2254,C27H35N6O8P,14.0,5.0,2.0,0.09,4,0.2857142857142857
11916,CHEMBL4066936,VERICIGUAT,COC(=O)Nc1c(N)nc(-c2nn(Cc3ccccc3F)c3ncc(F)cc23)nc1N,4,2206847,426.39,2.56,9.0,3.0,146.86,4.0,N,0.0,11.84,3.53,2.99,2.99,NEUTRAL,426.39,4.0,31.0,0.45,426.1364,C19H16F2N8O2,10.0,5.0,0.0,-1.66,4,0.7142857142857143
11917,CHEMBL4071161,TIRABRUTINIB,CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,4,2211072,454.49,2.75,8.0,1.0,108.27,4.0,N,0.0,,3.33,3.27,3.27,NEUTRAL,454.49,4.0,34.0,0.48,454.1753,C25H22N6O3,9.0,2.0,0.0,-0.69,4,0.7142857142857143
11918,CHEMBL4084119,LIRAGLUTIDE,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C)[C@@H](C)CC)C(=O)O,4,2224030,3751.26,,,,,,,,,,,,,3751.26,,,,3748.9465,C172H265N43O51,,,,,4,0.2857142857142857
11919,CHEMBL4085457,RITLECITINIB,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,4,2225368,285.35,1.94,4.0,2.0,73.91,3.0,N,0.0,13.59,6.6,1.47,1.4,NEUTRAL,285.35,2.0,21.0,0.85,285.159,C15H19N5O,6.0,2.0,0.0,-0.84,4,0.8571428571428571
11920,CHEMBL4101807,VOXELOTOR,CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O,4,2241718,337.38,3.62,6.0,1.0,77.24,6.0,N,0.0,8.46,3.41,3.54,3.5,NEUTRAL,337.38,3.0,25.0,0.7,337.1426,C19H19N3O3,6.0,1.0,0.0,-0.81,4,0.8571428571428571
11921,CHEMBL4105630,ZURANOLONE,C[C@@]1(O)CC[C@H]2[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](C(=O)Cn4cc(C#N)cn4)CC[C@@H]32)C1,4,2245541,409.57,4.34,5.0,1.0,78.91,3.0,N,0.0,,1.36,3.93,3.93,NEUTRAL,409.57,1.0,30.0,0.81,409.2729,C25H35N3O2,5.0,1.0,0.0,0.8,4,1.0
11922,CHEMBL4164059,PITOLISANT HYDROCHLORIDE,Cl.Clc1ccc(CCCOCCCN2CCCCC2)cc1,4,2267090,295.85,4.17,2.0,0.0,12.47,8.0,N,0.0,,9.67,4.12,1.87,BASE,332.31,1.0,20.0,0.67,295.1703,C17H27Cl2NO,2.0,0.0,0.0,-1.15,4,0.5714285714285714
11923,CHEMBL4173394,BRILLIANT BLUE G,CCOc1ccc(Nc2ccc(/C(=C3/C=C/C(=[N+](/CC)Cc4cccc(S(=O)(=O)[O-])c4)C=C3C)c3ccc(N(CC)Cc4cccc(S(=O)(=O)[O-])c4)cc3C)cc2)cc1.[Na+],4,2276425,832.06,9.31,8.0,2.0,139.08,15.0,N,2.0,-2.26,3.73,5.64,5.86,ACID,854.04,5.0,59.0,0.08,831.3012,C47H48N3NaO7S2,10.0,2.0,2.0,-0.69,4,0.14285714285714285
11924,CHEMBL4204794,AVAPRITINIB,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,4,2282945,498.57,2.61,10.0,1.0,106.29,5.0,N,0.0,,8.52,3.26,2.12,BASE,498.57,5.0,37.0,0.39,498.2404,C26H27FN10,10.0,2.0,0.0,-1.68,4,0.8571428571428571
11925,CHEMBL4208229,ASCIMINIB,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1,4,2286380,449.85,3.46,6.0,3.0,103.37,6.0,N,0.0,,3.98,3.86,3.86,NEUTRAL,449.85,3.0,31.0,0.5,449.1066,C20H18ClF2N5O3,8.0,3.0,0.0,-1.65,4,0.7142857142857143
11926,CHEMBL4208954,AMIKACIN SULFATE,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O.O=S(=O)(O)O.O=S(=O)(O)O,4,2287105,585.61,-8.42,17.0,13.0,331.94,10.0,N,3.0,12.16,9.61,-8.58,-15.1,BASE,781.77,0.0,40.0,0.11,585.2857,C22H47N5O21S2,18.0,17.0,3.0,1.58,4,0.2857142857142857
11927,CHEMBL4216467,RIPRETINIB,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,4,2294618,510.37,5.67,5.0,3.0,88.05,5.0,N,2.0,10.34,5.85,4.39,4.38,NEUTRAL,510.37,4.0,33.0,0.32,509.0863,C24H21BrFN5O2,7.0,3.0,2.0,-1.53,4,0.5714285714285714
11928,CHEMBL4297064,MILNACIPRAN HYDROCHLORIDE,CCN(CC)C(=O)C1(c2ccccc2)CC1CN.Cl,4,2335035,246.35,1.77,2.0,1.0,46.33,5.0,N,0.0,,9.83,1.42,-0.91,BASE,282.81,1.0,18.0,0.86,246.1732,C15H23ClN2O,3.0,2.0,0.0,-0.1,4,1.0
11929,CHEMBL4297065,SPINOSAD,CC[C@H]1CCC[C@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)[C@@H](C)C(=O)C2=C[C@@H]3[C@@H](C=C(C)[C@@H]4C[C@@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@@H]34)[C@@H]2CC(=O)O1.CC[C@H]1CCC[C@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)[C@@H](C)C(=O)C2=C[C@H]3[C@@H]4C[C@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@H]4C=C[C@H]3C2CC(=O)O1,4,2335036,1477.96,,,,,,,,,,,,,1477.96,,,,1476.9373,C83H132N2O20,,,,,4,0.2857142857142857
11930,CHEMBL4297066,ELIGLUSTAT TARTRATE,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2.CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2.O=C(O)C(O)C(O)C(=O)O,4,2335037,404.55,3.43,5.0,2.0,71.03,11.0,N,0.0,13.51,8.17,3.21,2.37,NEUTRAL,959.19,1.0,29.0,0.55,404.2675,C50H78N4O14,6.0,2.0,0.0,-0.22,4,0.2857142857142857
11931,CHEMBL4297067,FLUORESCEIN,O=C1C=CC2C(=C1)Oc1cc(O)ccc1C21OC(=O)c2ccccc21,4,2335038,332.31,2.84,5.0,1.0,72.83,0.0,N,0.0,1.77,,2.77,0.6,ACID,332.31,2.0,25.0,0.75,332.0685,C20H12O5,5.0,1.0,0.0,1.46,4,1.0
11932,CHEMBL4297088,CHLORHEXIDINE GLUCONATE,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1.O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,4,2335059,505.46,4.18,4.0,10.0,167.58,9.0,N,2.0,,10.45,4.51,-1.3,BASE,897.77,2.0,34.0,0.14,504.2032,C34H54Cl2N10O14,10.0,10.0,2.0,-0.36,4,0.2857142857142857
11933,CHEMBL4297091,CODEINE SULFATE,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341.COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341.O.O.O.O=S(=O)(O)O,4,2335062,299.37,1.5,4.0,1.0,41.93,1.0,N,0.0,13.78,9.19,1.34,-0.45,BASE,750.86,1.0,22.0,0.8,299.1521,C36H50N2O13S,4.0,1.0,0.0,2.27,4,0.2857142857142857
11934,CHEMBL4297109,OXITROPIUM BROMIDE,CC[N+]1(C)[C@@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12.[Br-],4,2335080,332.42,1.45,4.0,1.0,59.06,5.0,N,0.0,,,-2.91,-2.91,NEUTRAL,412.32,1.0,24.0,0.5,332.1856,C19H26BrNO4,5.0,1.0,0.0,1.04,4,0.8571428571428571
11935,CHEMBL4297147,HALOPERIDOL LACTATE,CC(O)C(=O)O.O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,4,2335118,375.87,4.43,3.0,1.0,40.54,6.0,N,0.0,13.96,8.05,3.66,2.93,NEUTRAL,465.95,2.0,26.0,0.76,375.1401,C24H29ClFNO5,3.0,1.0,0.0,-0.94,4,0.8571428571428571
11936,CHEMBL4297165,CHLOROQUINE HYDROCHLORIDE,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.Cl.Cl,4,2335136,319.88,4.81,3.0,1.0,28.16,8.0,N,0.0,,10.32,3.93,0.88,BASE,392.8,2.0,22.0,0.76,319.1815,C18H28Cl3N3,3.0,1.0,0.0,-1.27,4,0.42857142857142855
11937,CHEMBL4297185,DAROLUTAMIDE,CC(O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1,4,2335156,398.85,2.67,6.0,3.0,119.62,6.0,N,0.0,9.81,2.37,2.45,2.44,NEUTRAL,398.85,3.0,28.0,0.59,398.1258,C19H19ClN6O2,8.0,3.0,0.0,-2.19,4,0.8571428571428571
11938,CHEMBL4297211,CEFIDEROCOL SULFATE TOSYLATE,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O.CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O.CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)[O-])cc1.O.O=S(=O)([O-])[O-],4,2335182,752.23,-0.18,14.0,6.0,256.9,13.0,N,3.0,2.69,3.98,-2.93,-5.66,ACID,3061.6,2.0,50.0,0.05,751.1497,C118H138Cl3N21O47S11,17.0,7.0,3.0,0.01,4,0.14285714285714285
11939,CHEMBL4297212,SOLRIAMFETOL HYDROCHLORIDE,Cl.NC(=O)OC[C@H](N)Cc1ccccc1,4,2335183,194.23,0.65,3.0,2.0,78.34,4.0,N,0.0,,9.08,0.86,-0.8,BASE,230.69,1.0,14.0,0.74,194.1055,C10H15ClN2O2,4.0,4.0,0.0,0.25,4,1.0
11940,CHEMBL4297213,AFAMELANOTIDE ACETATE,CC(=O)O.CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(N)=O)C(C)C,4,2335184,1646.87,,,,,,,,,,,,,1706.93,,,,1645.8365,C80H115N21O21,,,,,4,0.2857142857142857
11941,CHEMBL4297216,FEDRATINIB HYDROCHLORIDE,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1.Cl.Cl.O,4,2335187,524.69,4.82,8.0,3.0,108.48,10.0,N,1.0,10.21,9.0,4.64,3.23,BASE,615.63,3.0,37.0,0.35,524.257,C27H40Cl2N6O4S,9.0,3.0,1.0,-1.71,4,0.5714285714285714
11942,CHEMBL4297220,ASCIMINIB HYDROCHLORIDE,Cl.O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1,4,2335191,449.85,3.46,6.0,3.0,103.37,6.0,N,0.0,,3.98,3.86,3.86,NEUTRAL,486.31,3.0,31.0,0.5,449.1066,C20H19Cl2F2N5O3,8.0,3.0,0.0,-1.65,4,0.7142857142857143
11943,CHEMBL4297223,MITAPIVAT SULFATE,O.O.O.O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1)N1CCN(CC2CC2)CC1.O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1)N1CCN(CC2CC2)CC1.O=S(=O)(O)O,4,2335194,450.56,3.2,5.0,1.0,82.61,6.0,N,0.0,6.79,7.64,1.62,1.7,NEUTRAL,1053.25,3.0,32.0,0.62,450.1726,C48H60N8O13S3,7.0,1.0,0.0,-1.89,4,0.2857142857142857
11944,CHEMBL4297334,PIFLUFOLASTAT F18,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)c1ccc([18F])nc1)C(=O)O)C(=O)O,4,2335305,442.4,0.19,6.0,6.0,195.02,13.0,N,1.0,2.99,,-0.32,-10.22,ACID,441.4,1.0,31.0,0.18,442.15,C18H23FN4O8,12.0,6.0,2.0,-0.59,4,0.2857142857142857
11945,CHEMBL4297364,OXITROPIUM,CC[N+]1(C)[C@@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,4,2335335,332.42,1.45,4.0,1.0,59.06,5.0,N,0.0,,,-2.91,-2.91,NEUTRAL,332.42,1.0,24.0,0.5,332.1856,C19H26NO4+,5.0,1.0,0.0,1.04,4,0.8571428571428571
11946,CHEMBL4297378,DURLOBACTAM SODIUM,CC1=C[C@@H]2CN(C(=O)N2OS(=O)(=O)[O-])[C@@H]1C(N)=O.[Na+],4,2335349,277.26,-1.36,5.0,2.0,130.24,3.0,N,0.0,-1.94,,-1.57,-3.95,ACID,299.24,0.0,18.0,0.48,277.0369,C8H10N3NaO6S,9.0,3.0,0.0,0.17,4,0.5714285714285714
11947,CHEMBL4297403,MELPHALAN FLUFENAMIDE HYDROCHLORIDE,CCOC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)[C@@H](N)Cc1ccc(N(CCCl)CCCl)cc1.Cl,4,2335374,498.43,3.27,5.0,2.0,84.66,13.0,N,0.0,12.11,8.07,4.28,3.52,NEUTRAL,534.89,2.0,33.0,0.33,497.1648,C24H31Cl3FN3O3,6.0,3.0,0.0,-0.55,4,0.14285714285714285
11948,CHEMBL4297412,PAFOLACIANINE,CC1(C)C(/C=C/C2=C(Oc3ccc(C[C@H](NC(=O)c4ccc(NCc5cnc6nc(N)[nH]c(=O)c6n5)cc4)C(=O)[O-])cc3)/C(=C/C=C3\N(CCCCS(=O)(=O)[O-])c4ccc(S(=O)(=O)[O-])cc4C3(C)C)CCC2)=[N+](CCCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21.[H+].[H+].[H+].[H+],4,2335383,1326.52,,,,,,,,,,,,,1326.52,,,,1325.3538,C61H67N9O17S4,,,,,4,0.2857142857142857
11949,CHEMBL4297503,BALOXAVIR MARBOXIL,COC(=O)OCOc1c2n(ccc1=O)N([C@@H]1c3ccccc3SCc3c1ccc(F)c3F)[C@@H]1COCCN1C2=O,4,2335474,571.56,3.39,10.0,0.0,99.54,4.0,N,1.0,,,3.38,3.38,NEUTRAL,571.56,3.0,40.0,0.34,571.1225,C27H23F2N3O7S,10.0,0.0,1.0,-0.48,4,0.42857142857142855
11950,CHEMBL4297509,ELACESTRANT,CCNCCc1ccc(CN(CC)c2cc(OC)ccc2[C@@H]2CCc3cc(O)ccc3C2)cc1,4,2335480,458.65,5.85,4.0,2.0,44.73,10.0,N,1.0,10.58,9.96,6.23,4.13,BASE,458.65,3.0,34.0,0.37,458.2933,C30H38N2O2,4.0,2.0,1.0,-0.05,4,0.2857142857142857
11951,CHEMBL4297513,IBREXAFUNGERP,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](OC[C@](C)(N)C(C)(C)C)[C@H](n4ncnc4-c4ccncc4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O,4,2335484,730.05,8.62,8.0,2.0,125.38,8.0,N,2.0,4.39,9.75,4.9,4.9,ZWITTERION,730.05,2.0,53.0,0.26,729.5193,C44H67N5O4,9.0,3.0,2.0,1.1,4,0.42857142857142855
11952,CHEMBL4297516,LURBINECTEDIN,COc1ccc2[nH]c3c(c2c1)CCN[C@]31CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4,4,2335487,784.89,4.19,14.0,4.0,164.28,3.0,N,2.0,9.34,7.19,4.52,4.29,NEUTRAL,784.89,4.0,56.0,0.17,784.2778,C41H44N4O10S,14.0,4.0,2.0,1.33,4,0.14285714285714285
11953,CHEMBL4297517,MAVACAMTEN,CC(C)n1c(=O)cc(N[C@@H](C)c2ccccc2)[nH]c1=O,4,2335488,273.34,2.29,4.0,2.0,66.89,4.0,N,0.0,10.7,,2.21,2.21,NEUTRAL,273.34,2.0,20.0,0.9,273.1477,C15H19N3O2,5.0,2.0,0.0,-1.12,4,1.0
11954,CHEMBL4297522,PEMIGATINIB,CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21,4,2335493,487.51,3.66,6.0,1.0,83.16,6.0,N,0.0,13.88,5.9,1.82,1.8,NEUTRAL,487.51,3.0,35.0,0.57,487.2031,C24H27F2N5O4,9.0,1.0,0.0,-0.9,4,1.0
11955,CHEMBL4297526,REMIMAZOLAM,COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21,4,2335497,439.31,4.18,6.0,0.0,69.37,4.0,N,0.0,,5.61,3.75,3.75,NEUTRAL,439.31,3.0,28.0,0.57,438.0691,C21H19BrN4O2,6.0,0.0,0.0,-0.59,4,0.8571428571428571
11956,CHEMBL4297528,RISDIPLAM,Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1,4,2335499,401.47,1.96,8.0,1.0,79.83,2.0,N,0.0,,8.7,1.18,-0.14,BASE,401.47,4.0,30.0,0.55,401.1964,C22H23N7O,8.0,1.0,0.0,-1.31,4,1.0
11957,CHEMBL4297533,BREMELANOTIDE ACETATE,CC(=O)O.CCCC[C@H](NC(C)=O)C(=O)N[C@H]1CC(=O)NCCCC[C@@H](C(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]cn2)NC1=O,4,2335504,1025.18,,,,,,,,,,,,,1085.23,,,,1024.5243,C52H72N14O12,,,,,4,0.2857142857142857
11958,CHEMBL4297534,GLASDEGIB MALEATE,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1.O=C(O)/C=C\C(=O)O,4,2335505,374.45,3.39,4.0,3.0,96.84,3.0,N,0.0,11.39,6.67,2.28,2.21,NEUTRAL,490.52,3.0,28.0,0.65,374.1855,C25H26N6O5,7.0,3.0,0.0,-1.66,4,0.42857142857142855
11959,CHEMBL4297585,TRIHEPTANOIN,CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC,4,2335556,428.61,5.9,6.0,0.0,78.9,20.0,N,1.0,,,6.92,6.92,,428.61,0.0,30.0,0.14,428.3138,C24H44O6,6.0,0.0,1.0,0.44,4,0.2857142857142857
